order_id,product_id,category,warehouse_id,season,storage_type,perishable,fragile,on_hand_qty,avg_daily_sales,demand_std,lead_time_days,supplier_score,reorder_point,safety_stock,days_since_last_reorder,last_reorder_date,unit_weight_kg,unit_volume_m3,last_purchase_price,promotion,backorder_count,returns_rate,target_stockout_risk
O00859,P0031,Hardware,W2,Q3,Pallet,0,0,29.0,4.83,0.63,13.0,70.0,75,12,8,2025-11-06,7.374,0.0751,9.4,0,1,0.027,1
O00713,P0113,Electronics,W2,Q3,Rack,0,1,94.0,13.32,11.8,5.0,89.0,155,88,3,2025-11-11,10.313,0.0977,17.85,0,1,0.022,0
O00733,P0081,Chemicals,W1,Q2,Pallet,0,0,40.0,3.69,0.72,10.0,75.0,48,11,8,2025-11-06,13.943,0.2986,5.56,0,1,0.015,1
O00195,P0130,Hardware,W2,Q4,Rack,0,0,24.0,3.91,1.26,6.0,67.0,34,11,27,2025-10-18,4.684,0.1866,1.13,0,2,0.023,1
O00910,P0039,Clothing,W5,Q4,Shelf,0,0,44.0,1.38,0.01,9.0,83.0,12,0,15,2025-10-30,8.138,0.2512,0.95,0,1,0.026,0
O00873,P0106,Electronics,W3,Q2,Shelf,0,1,44.0,6.59,2.32,11.0,75.0,110,38,4,2025-11-10,9.529,0.3222,9.03,0,1,0.015,1
O00504,P0197,Accessories,W2,Q1,Pallet,0,1,51.0,8.63,3.65,10.0,84.0,141,55,0,2025-11-14,9.772,0.3709,3.26,0,0,0.03,0
O00980,P0050,Electronics,W5,Q3,Pallet,0,0,55.0,5.97,1.73,11.0,76.0,95,29,12,2025-11-02,7.018,0.1339,3.49,0,1,0.021,1
O00883,P0061,Perishables,W4,Q2,Shelf,1,0,84.0,10.39,6.48,8.0,87.0,161,78,12,2025-11-02,13.753,0.1925,3.2,0,1,0.023,0
O00580,P0188,Hardware,W2,Q3,Rack,0,0,52.0,4.46,3.34,11.0,65.0,104,55,4,2025-11-10,17.84,0.0206,4.62,0,1,0.024,1
O00979,P0128,Accessories,W1,Q3,Rack,0,1,20.0,4.52,0.81,10.0,90.0,57,12,12,2025-11-02,2.888,0.4146,2.46,0,1,0.029,1
O00163,P0197,Chemicals,W2,Q1,Rack,0,0,89.0,8.4,4.15,9.0,79.0,132,56,2,2025-11-12,12.351,0.3716,8.36,0,0,0.037,1
O00709,P0176,Chemicals,W1,Q4,Pallet,0,0,58.0,3.38,1.49,9.0,81.0,50,20,21,2025-10-24,7.776,0.2883,5.28,1,1,0.024,0
O00153,P0015,Perishables,W3,Q4,Shelf,1,0,103.0,17.47,8.73,10.0,89.0,306,131,3,2025-11-11,20.186,0.098,0.96,0,2,0.028,1
O00688,P0085,Chemicals,W1,Q4,Shelf,0,0,45.0,1.94,0.82,9.0,61.0,28,11,67,2025-09-08,11.601,0.0216,5.95,0,1,0.029,0
O00707,P0189,Hardware,W1,Q2,Rack,0,0,33.0,1.66,0.24,6.0,94.0,12,2,0,2025-11-14,3.563,0.4587,1.43,0,3,0.019,0
O00763,P0042,Chemicals,W4,Q2,Shelf,0,0,33.0,2.8,1.59,8.0,70.0,41,19,27,2025-10-18,15.153,0.0522,4.79,1,0,0.006,0
O00112,P0093,Hardware,W3,Q2,Pallet,0,0,53.0,10.23,5.29,8.0,82.0,145,63,11,2025-11-03,12.841,0.153,1.86,1,0,0.025,1
O00227,P0165,Perishables,W2,Q1,Rack,1,0,118.0,13.62,9.22,10.0,92.0,274,138,15,2025-10-30,14.984,0.2074,2.83,0,0,0.046,1
O00695,P0088,Clothing,W5,Q1,Rack,0,0,40.0,4.56,2.35,8.0,79.0,64,28,31,2025-10-14,20.947,0.1822,2.99,0,0,0.012,0
O00104,P0153,Chemicals,W3,Q1,Rack,0,0,55.0,5.26,0.46,10.0,70.0,60,7,2,2025-11-12,11.324,0.2322,4.84,0,2,0.013,1
O00422,P0166,Hardware,W5,Q4,Pallet,0,0,35.0,3.31,0.01,11.0,66.0,36,0,5,2025-11-09,10.4,0.3665,2.25,0,2,0.034,1
O00420,P0096,Chemicals,W2,Q4,Rack,0,0,50.0,4.82,3.12,8.0,79.0,76,37,2,2025-11-12,8.145,0.4132,7.34,0,0,0.034,1
O00758,P0089,Clothing,W5,Q1,Pallet,0,0,72.0,7.64,3.89,11.0,84.0,148,64,9,2025-11-05,24.233,0.099,0.94,0,1,0.013,1
O00587,P0013,Chemicals,W1,Q4,Shelf,0,0,41.0,5.41,0.01,10.0,65.0,54,0,6,2025-11-08,1.756,0.4217,8.62,0,3,0.021,1
O00788,P0199,Accessories,W2,Q1,Shelf,0,0,38.0,2.91,1.12,5.0,90.0,23,8,5,2025-11-09,11.33,0.1507,1.1,0,1,0.022,0
O00673,P0051,Perishables,W1,Q1,Rack,1,0,40.0,9.33,1.65,10.0,77.0,118,25,10,2025-11-04,20.933,0.187,2.15,0,0,0.044,1
O00120,P0026,Hardware,W2,Q1,Shelf,0,0,18.0,1.33,0.17,7.0,76.0,11,2,10,2025-11-04,1.326,0.1292,0.61,0,0,0.036,0
O00054,P0038,Clothing,W2,Q3,Pallet,0,0,47.0,4.98,2.19,11.0,81.0,91,36,21,2025-10-24,15.416,0.1169,4.81,0,2,0.02,1
O00152,P0026,Clothing,W2,Q3,Rack,0,0,13.0,6.73,3.46,7.0,84.0,83,36,9,2025-11-05,7.449,0.3574,2.96,1,1,0.04,1
O00404,P0169,Chemicals,W3,Q1,Pallet,0,0,45.0,2.04,1.0,9.0,75.0,32,14,8,2025-11-06,15.25,0.2689,2.62,0,0,0.013,0
O00954,P0187,Perishables,W4,Q4,Pallet,1,0,38.0,4.73,4.17,14.0,82.0,154,88,0,2025-11-14,14.526,0.0693,2.47,0,1,0.036,1
O00208,P0129,Accessories,W3,Q4,Pallet,0,0,24.0,7.48,2.11,7.0,92.0,74,22,26,2025-10-19,2.429,0.2253,4.59,0,0,0.027,1
O00659,P0113,Clothing,W4,Q1,Rack,0,0,45.0,3.86,1.98,10.0,78.0,69,30,1,2025-11-13,1.901,0.4961,4.24,0,2,0.041,1
O00852,P0185,Accessories,W1,Q2,Pallet,0,1,49.0,6.74,2.89,8.0,79.0,89,35,28,2025-10-17,24.933,0.1414,0.86,0,0,0.042,1
O00988,P0052,Clothing,W2,Q4,Pallet,0,0,47.0,2.8,0.77,9.0,75.0,35,10,14,2025-10-31,5.475,0.1122,4.45,0,1,0.004,0
O00009,P0170,Hardware,W3,Q2,Pallet,0,0,10.0,1.18,0.26,9.0,80.0,15,4,25,2025-10-20,21.94,0.1293,6.27,0,0,0.025,0
O00909,P0024,Hardware,W2,Q1,Rack,0,0,109.0,14.19,9.69,9.0,88.0,259,131,1,2025-11-13,7.344,0.2759,1.65,0,0,0.017,0
O00037,P0103,Electronics,W2,Q1,Shelf,0,0,42.0,5.51,2.33,8.0,78.0,72,28,1,2025-11-13,4.148,0.3259,9.32,0,0,0.041,0
O00453,P0114,Hardware,W1,Q2,Pallet,0,0,51.0,2.26,0.95,6.0,75.0,23,9,4,2025-11-10,14.658,0.1582,2.55,0,0,0.019,0
O00652,P0176,Clothing,W1,Q4,Pallet,0,0,91.0,11.06,3.41,10.0,69.0,162,51,0,2025-11-14,9.945,0.1853,6.28,0,2,0.021,1
O00254,P0140,Clothing,W3,Q2,Pallet,0,0,38.0,7.03,2.5,6.0,81.0,64,22,3,2025-11-11,23.893,0.4768,1.5,0,0,0.026,0
O00304,P0106,Accessories,W5,Q1,Shelf,0,0,48.0,3.99,1.52,9.0,83.0,57,21,10,2025-11-04,18.04,0.1289,2.6,0,1,0.034,0
O00754,P0189,Perishables,W4,Q2,Rack,1,0,28.0,3.6,2.29,12.0,87.0,84,41,3,2025-11-11,3.853,0.0695,11.79,0,0,0.037,1
O00572,P0175,Clothing,W5,Q4,Shelf,0,0,25.0,5.15,1.96,7.0,99.0,57,21,19,2025-10-26,2.343,0.4173,2.32,0,0,0.009,1
O00624,P0154,Accessories,W3,Q4,Rack,0,1,77.0,9.6,4.41,6.0,91.0,98,40,1,2025-11-13,2.078,0.0109,3.15,0,1,0.02,1
O00717,P0181,Electronics,W1,Q3,Rack,0,0,66.0,9.25,2.29,7.0,72.0,89,24,21,2025-10-24,11.45,0.1646,2.1,0,0,0.023,0
O00905,P0152,Clothing,W4,Q3,Rack,0,0,50.0,4.56,0.1,9.0,80.0,42,1,5,2025-11-09,24.795,0.0009,2.02,0,0,0.026,0
O00263,P0146,Electronics,W5,Q4,Pallet,0,0,41.0,6.2,4.35,6.0,72.0,76,39,4,2025-11-10,21.748,0.0356,11.36,0,0,0.024,0
O00611,P0128,Clothing,W3,Q4,Pallet,0,0,66.0,4.49,1.26,11.0,75.0,70,21,4,2025-11-10,22.594,0.1199,6.92,0,0,0.013,1
O00298,P0101,Accessories,W3,Q3,Rack,0,0,39.0,4.0,2.2,4.0,90.0,29,13,19,2025-10-26,24.07,0.3144,8.32,0,0,0.039,0
O00415,P0100,Electronics,W2,Q3,Pallet,0,0,115.0,14.27,7.13,8.0,69.0,200,86,9,2025-11-05,8.463,0.1053,7.55,1,1,0.009,1
O00151,P0074,Hardware,W1,Q1,Shelf,0,0,80.0,7.87,4.93,9.0,68.0,138,67,12,2025-11-02,20.429,0.0912,5.09,0,4,0.017,1
O00984,P0195,Clothing,W1,Q1,Pallet,0,0,69.0,6.27,2.84,9.0,69.0,94,38,7,2025-11-07,24.152,0.4735,6.13,0,0,0.026,1
O00641,P0120,Chemicals,W2,Q2,Pallet,0,0,25.0,1.04,0.48,11.0,72.0,19,8,44,2025-10-01,13.301,0.3407,8.02,0,0,0.015,0
O00938,P0137,Hardware,W4,Q4,Rack,0,0,41.0,2.62,0.94,8.0,89.0,32,11,6,2025-11-08,15.702,0.4244,4.57,0,0,0.014,0
O00551,P0008,Hardware,W2,Q1,Pallet,0,0,67.0,9.44,0.01,10.0,73.0,94,0,1,2025-11-13,13.924,0.1638,13.46,1,0,0.012,1
O00799,P0171,Clothing,W1,Q2,Pallet,0,0,58.0,5.66,1.54,7.0,87.0,56,16,27,2025-10-18,2.886,0.3525,10.25,0,2,0.04,0
O00489,P0079,Clothing,W3,Q1,Pallet,0,0,51.0,6.65,2.07,12.0,80.0,117,37,14,2025-10-31,1.505,0.4992,4.3,0,1,0.024,1
O00711,P0057,Perishables,W1,Q1,Rack,1,0,71.0,6.11,2.72,8.0,97.0,82,33,2,2025-11-12,10.968,0.4281,1.79,0,0,0.033,0
O00148,P0068,Perishables,W5,Q4,Rack,1,0,70.0,5.01,2.11,12.0,75.0,98,38,7,2025-11-07,18.981,0.1416,4.34,1,0,0.038,1
O00147,P0004,Chemicals,W2,Q2,Shelf,0,0,26.0,3.07,1.32,9.0,83.0,46,18,4,2025-11-10,15.759,0.1259,1.53,0,1,0.029,1
O00854,P0083,Chemicals,W2,Q1,Rack,0,0,37.0,4.15,2.26,11.0,64.0,83,37,11,2025-11-03,6.789,0.4839,7.36,1,1,0.01,1
O00940,P0136,Chemicals,W1,Q3,Pallet,0,0,51.0,5.54,2.47,9.0,74.0,83,33,4,2025-11-10,16.852,0.3733,3.66,0,1,0.019,0
O00747,P0147,Clothing,W1,Q2,Pallet,0,0,27.0,1.29,0.25,8.0,77.0,13,3,8,2025-11-06,1.978,0.1293,2.17,0,1,0.014,0
O00660,P0057,Hardware,W4,Q3,Rack,0,0,112.0,14.7,10.17,10.0,75.0,300,153,42,2025-10-03,10.661,0.3022,2.9,0,0,0.024,1
O00349,P0089,Chemicals,W4,Q3,Rack,0,0,66.0,3.18,1.83,10.0,66.0,59,27,19,2025-10-26,1.812,0.4326,6.31,0,1,0.015,0
O00464,P0167,Chemicals,W1,Q4,Shelf,0,0,88.0,8.32,4.9,11.0,75.0,173,81,3,2025-11-11,16.642,0.4902,17.44,0,0,0.028,0
O00326,P0178,Hardware,W1,Q1,Rack,0,0,65.0,7.91,5.15,9.0,74.0,141,70,1,2025-11-13,4.982,0.1597,0.93,0,0,0.024,1
O00187,P0114,Electronics,W1,Q2,Shelf,0,1,29.0,2.04,1.15,14.0,56.0,53,24,18,2025-10-27,24.737,0.3559,2.86,0,2,0.015,1
O00124,P0058,Chemicals,W2,Q2,Shelf,0,0,32.0,6.79,4.03,9.0,53.0,115,54,44,2025-10-01,9.102,0.3443,26.91,1,0,0.015,1
O00862,P0072,Accessories,W5,Q1,Pallet,0,1,12.0,2.37,1.22,8.0,81.0,34,15,4,2025-11-10,16.38,0.1276,1.61,0,0,0.019,0
O00609,P0085,Perishables,W1,Q2,Rack,1,0,80.0,12.83,4.03,9.0,82.0,169,54,15,2025-10-30,3.832,0.3238,0.7,0,2,0.037,1
O00144,P0099,Hardware,W4,Q3,Pallet,0,0,112.0,10.6,3.33,9.0,65.0,140,45,30,2025-10-15,24.871,0.356,4.35,0,2,0.04,1
O00969,P0079,Electronics,W4,Q2,Rack,0,0,29.0,9.15,4.11,6.0,77.0,92,37,17,2025-10-28,0.289,0.3193,3.54,0,0,0.02,1
O00198,P0069,Electronics,W2,Q3,Shelf,0,0,63.0,5.05,0.26,12.0,84.0,66,5,41,2025-10-04,6.529,0.3879,11.77,1,0,0.016,1
O00610,P0104,Hardware,W1,Q4,Shelf,0,0,71.0,10.06,3.82,6.0,93.0,94,34,6,2025-11-08,22.499,0.1684,4.77,0,1,0.016,1
O00280,P0185,Accessories,W3,Q1,Rack,0,0,31.0,8.11,2.75,7.0,88.0,86,29,32,2025-10-13,12.749,0.2267,4.89,1,0,0.004,1
O00294,P0141,Perishables,W5,Q1,Rack,1,0,137.0,18.57,4.16,12.0,84.0,298,75,0,2025-11-14,9.089,0.4133,3.59,0,1,0.039,1
O00401,P0062,Perishables,W2,Q4,Rack,1,0,93.0,10.3,0.75,10.0,60.0,114,11,7,2025-11-07,5.044,0.1601,1.94,0,1,0.046,1
O00123,P0019,Chemicals,W2,Q2,Shelf,0,0,41.0,2.58,0.47,6.0,87.0,19,4,5,2025-11-09,2.886,0.4451,3.42,1,0,0.016,0
O00184,P0017,Clothing,W4,Q1,Shelf,0,0,50.0,7.27,2.65,7.0,77.0,79,28,1,2025-11-13,3.725,0.4866,0.79,0,2,0.029,1
O00203,P0156,Clothing,W4,Q2,Shelf,0,0,98.0,12.86,9.82,7.0,74.0,193,103,1,2025-11-13,20.832,0.2704,2.26,0,0,0.032,0
O00439,P0197,Electronics,W4,Q3,Rack,0,0,44.0,12.82,9.95,4.0,79.0,111,60,2,2025-11-12,12.768,0.1522,9.9,0,0,0.02,0
O00247,P0062,Accessories,W4,Q1,Pallet,0,0,37.0,5.99,4.49,5.0,78.0,64,34,2,2025-11-12,20.515,0.3245,1.04,1,0,0.0,1
O00416,P0027,Accessories,W2,Q3,Shelf,0,1,12.0,3.71,1.74,6.0,76.0,38,16,0,2025-11-14,22.35,0.2651,1.23,0,1,0.016,1
O00784,P0179,Clothing,W2,Q2,Rack,0,0,78.0,12.94,8.89,6.0,76.0,158,80,0,2025-11-14,23.279,0.3433,1.56,0,0,0.015,1
O00868,P0106,Accessories,W2,Q2,Rack,0,0,14.0,3.08,1.19,6.0,83.0,29,11,3,2025-11-11,10.638,0.2716,7.31,0,0,0.015,0
O00915,P0098,Clothing,W5,Q2,Pallet,0,0,40.0,1.98,0.21,10.0,85.0,23,3,11,2025-11-03,6.753,0.4077,3.6,0,0,0.025,0
O00931,P0034,Accessories,W3,Q3,Shelf,0,1,34.0,5.9,0.67,9.0,74.0,62,9,12,2025-11-02,3.017,0.2958,5.26,0,1,0.025,1
O00896,P0153,Accessories,W4,Q3,Rack,0,1,34.0,5.14,2.39,8.0,90.0,70,29,3,2025-11-11,24.223,0.1601,3.38,0,1,0.015,1
O00130,P0126,Electronics,W4,Q4,Shelf,0,1,65.0,5.92,1.45,9.0,91.0,73,20,16,2025-10-29,7.005,0.0846,10.23,1,1,0.015,1
O00638,P0190,Accessories,W2,Q2,Rack,0,1,21.0,3.3,1.76,7.0,94.0,41,18,9,2025-11-05,24.35,0.1641,4.94,0,1,0.043,0
O00403,P0010,Perishables,W5,Q1,Rack,1,0,129.0,23.97,9.82,10.0,100.0,387,147,0,2025-11-14,19.214,0.3737,4.85,0,0,0.049,1
O00895,P0173,Electronics,W1,Q1,Shelf,0,1,38.0,7.38,2.61,4.0,100.0,46,16,10,2025-11-04,17.602,0.055,3.99,0,1,0.019,1
O00778,P0150,Electronics,W4,Q1,Pallet,0,0,66.0,5.19,2.02,8.0,89.0,66,24,6,2025-11-08,24.539,0.08,6.04,0,0,0.035,0
O00736,P0054,Clothing,W3,Q4,Shelf,0,0,29.0,3.57,1.97,5.0,85.0,33,15,2,2025-11-12,2.875,0.4214,5.69,0,0,0.014,0
O00922,P0140,Accessories,W3,Q1,Pallet,0,0,46.0,0.63,0.25,8.0,100.0,8,3,25,2025-10-20,1.965,0.305,2.85,0,1,0.04,0
O00220,P0190,Electronics,W4,Q2,Rack,0,1,48.0,3.47,1.39,9.0,91.0,50,19,3,2025-11-11,15.36,0.3592,4.61,0,1,0.012,1
O00642,P0199,Chemicals,W5,Q3,Rack,0,0,44.0,2.74,1.64,9.0,62.0,47,22,5,2025-11-09,11.882,0.1171,17.18,0,2,0.034,1
O00924,P0134,Accessories,W1,Q4,Pallet,0,0,83.0,7.97,0.01,9.0,79.0,72,0,50,2025-09-25,11.42,0.3571,2.65,0,1,0.035,0
O00760,P0195,Hardware,W3,Q4,Shelf,0,0,63.0,4.54,2.35,10.0,79.0,80,35,6,2025-11-08,24.284,0.1865,2.84,1,0,0.018,1
O00815,P0087,Electronics,W4,Q1,Rack,0,0,49.0,11.44,5.96,7.0,82.0,143,63,2,2025-11-12,15.371,0.2892,7.76,1,1,0.033,1
O00928,P0153,Chemicals,W3,Q3,Rack,0,0,6.0,2.05,0.05,6.0,83.0,12,0,9,2025-11-05,18.984,0.4949,0.72,0,1,0.006,1
O00625,P0196,Hardware,W3,Q3,Shelf,0,0,55.0,9.9,6.6,7.0,84.0,138,69,6,2025-11-08,5.456,0.0853,2.15,0,0,0.016,0
O00847,P0098,Chemicals,W3,Q1,Shelf,0,0,40.0,2.27,0.69,9.0,68.0,29,9,0,2025-11-14,5.384,0.2862,8.78,1,3,0.017,0
O00768,P0006,Hardware,W1,Q3,Shelf,0,0,58.0,7.0,4.57,11.0,82.0,152,75,5,2025-11-09,24.773,0.0784,2.6,0,0,0.018,1
O00387,P0079,Clothing,W3,Q1,Shelf,0,0,37.0,15.98,7.34,4.0,63.0,108,44,6,2025-11-08,13.634,0.0846,3.04,1,3,0.024,1
O00983,P0012,Electronics,W3,Q2,Shelf,0,1,65.0,12.85,2.01,6.0,84.0,95,18,18,2025-10-27,18.991,0.2397,3.79,0,1,0.019,1
O00510,P0088,Chemicals,W2,Q1,Shelf,0,0,18.0,4.63,2.55,9.0,69.0,76,34,6,2025-11-08,9.997,0.1079,1.47,0,1,0.029,1
O00268,P0183,Clothing,W1,Q3,Rack,0,0,60.0,5.44,1.65,7.0,79.0,55,17,5,2025-11-09,14.461,0.2857,4.74,0,0,0.013,0
O00828,P0028,Electronics,W3,Q4,Rack,0,1,31.0,3.93,0.32,5.0,79.0,22,2,21,2025-10-24,0.542,0.3032,21.51,0,0,0.012,0
O00442,P0055,Clothing,W3,Q3,Shelf,0,0,74.0,16.42,9.41,7.0,88.0,214,99,2,2025-11-12,7.084,0.2221,0.31,0,0,0.024,1
O00497,P0098,Chemicals,W4,Q3,Pallet,0,0,22.0,4.36,0.01,9.0,78.0,39,0,1,2025-11-13,12.956,0.2324,0.8,0,1,0.018,1
O00113,P0014,Accessories,W3,Q2,Rack,0,0,89.0,8.35,2.94,9.0,86.0,115,40,1,2025-11-13,11.204,0.2304,3.04,0,0,0.031,0
O00692,P0164,Electronics,W3,Q2,Pallet,0,1,49.0,5.64,1.19,6.0,82.0,45,11,9,2025-11-05,10.328,0.2617,12.39,0,2,0.012,0
O00233,P0061,Clothing,W5,Q4,Shelf,0,0,76.0,16.05,7.33,10.0,62.0,270,110,1,2025-11-13,10.425,0.2745,4.06,0,1,0.0,1
O00878,P0106,Chemicals,W1,Q3,Rack,0,0,40.0,1.03,0.38,10.0,81.0,16,6,3,2025-11-11,11.561,0.2726,31.75,0,0,0.019,0
O00608,P0041,Accessories,W4,Q2,Shelf,0,1,79.0,8.91,4.63,10.0,80.0,158,69,8,2025-11-06,21.53,0.4109,0.8,0,1,0.015,1
O00672,P0142,Electronics,W2,Q1,Rack,0,0,39.0,12.56,3.67,5.0,90.0,91,28,8,2025-11-06,23.083,0.2993,4.12,0,1,0.006,1
O00374,P0167,Electronics,W1,Q4,Shelf,0,1,103.0,12.11,4.17,9.0,83.0,165,56,3,2025-11-11,1.721,0.0117,10.9,1,0,0.017,1
O00992,P0044,Perishables,W2,Q2,Shelf,1,0,152.0,18.16,6.79,11.0,80.0,312,112,20,2025-10-25,19.409,0.3152,2.41,0,0,0.029,1
O00851,P0014,Chemicals,W5,Q4,Pallet,0,0,51.0,1.12,0.23,10.0,56.0,14,3,0,2025-11-14,5.084,0.0993,7.09,0,2,0.007,0
O00234,P0080,Clothing,W2,Q4,Shelf,0,0,64.0,12.23,4.41,6.0,74.0,113,40,9,2025-11-05,14.411,0.0811,14.22,0,0,0.041,1
O00793,P0156,Chemicals,W1,Q2,Pallet,0,0,80.0,4.24,2.9,13.0,68.0,112,57,25,2025-10-20,12.197,0.4038,2.6,0,1,0.018,1
O00677,P0131,Electronics,W4,Q1,Shelf,0,0,66.0,5.6,0.44,11.0,59.0,69,7,0,2025-11-14,2.574,0.317,6.92,0,1,0.025,1
O00318,P0046,Electronics,W4,Q2,Shelf,0,0,50.0,5.99,0.6,9.0,74.0,62,8,10,2025-11-04,5.93,0.2856,20.59,0,1,0.023,1
O00649,P0198,Perishables,W5,Q4,Rack,1,0,45.0,3.67,0.44,10.0,69.0,44,7,35,2025-10-10,10.821,0.4847,3.34,1,0,0.029,1
O00411,P0182,Electronics,W1,Q1,Shelf,0,0,44.0,6.16,2.94,11.0,72.0,117,49,0,2025-11-14,7.615,0.2793,4.31,0,0,0.03,0
O00907,P0119,Perishables,W5,Q4,Pallet,1,0,102.0,10.86,4.43,14.0,64.0,245,93,35,2025-10-10,3.454,0.2844,1.84,0,2,0.058,1
O00710,P0024,Hardware,W4,Q4,Rack,0,0,16.0,3.55,2.08,6.0,92.0,40,19,2,2025-11-12,11.09,0.0781,11.57,1,0,0.012,1
O00359,P0079,Perishables,W3,Q4,Rack,1,0,99.0,14.64,4.14,9.0,86.0,188,56,26,2025-10-19,2.271,0.256,1.66,1,2,0.054,1
O00259,P0115,Accessories,W4,Q4,Pallet,0,1,30.0,8.17,0.54,8.0,82.0,71,6,25,2025-10-20,10.623,0.1714,2.58,0,0,0.025,1
O00745,P0084,Chemicals,W5,Q4,Shelf,0,0,42.0,8.38,3.07,8.0,67.0,104,37,4,2025-11-10,14.116,0.2689,18.41,0,2,0.0,1
O00628,P0183,Perishables,W3,Q2,Rack,1,0,79.0,7.43,2.43,11.0,72.0,122,40,5,2025-11-09,2.381,0.2424,1.12,0,0,0.036,1
O00633,P0177,Perishables,W2,Q1,Rack,1,0,127.0,23.27,11.26,11.0,61.0,442,186,8,2025-11-06,11.225,0.155,0.5,0,3,0.04,1
O00283,P0176,Clothing,W3,Q1,Shelf,0,0,60.0,6.42,4.31,4.0,99.0,52,26,4,2025-11-10,8.707,0.2162,2.54,1,1,0.035,0
O00377,P0122,Perishables,W1,Q3,Pallet,1,0,76.0,13.42,4.46,7.0,100.0,141,47,7,2025-11-07,11.572,0.1576,3.27,0,0,0.034,1
O00385,P0076,Hardware,W1,Q3,Pallet,0,0,27.0,6.52,0.12,6.0,89.0,40,1,45,2025-09-30,1.03,0.3276,3.34,0,0,0.004,1
O00225,P0155,Hardware,W3,Q2,Pallet,0,0,89.0,15.05,8.72,7.0,75.0,197,92,20,2025-10-25,24.275,0.089,3.85,0,0,0.0,1
O00964,P0079,Clothing,W5,Q1,Shelf,0,0,29.0,4.87,2.09,8.0,80.0,64,25,4,2025-11-10,11.553,0.4174,1.85,0,1,0.022,1
O00823,P0178,Electronics,W3,Q4,Shelf,0,1,53.0,8.29,6.34,10.0,76.0,178,95,16,2025-10-29,18.29,0.1855,10.32,0,0,0.029,1
O00473,P0046,Electronics,W5,Q4,Rack,0,1,23.0,10.83,5.19,2.0,85.0,38,16,0,2025-11-14,3.339,0.3547,5.08,0,0,0.035,1
O00348,P0152,Chemicals,W2,Q4,Rack,0,0,65.0,4.83,2.42,13.0,65.0,110,47,10,2025-11-04,10.512,0.3199,12.69,0,1,0.017,1
O00506,P0152,Perishables,W3,Q1,Rack,1,0,82.0,7.86,6.98,11.0,90.0,201,115,1,2025-11-13,6.27,0.1128,5.3,0,0,0.046,1
O00640,P0072,Accessories,W3,Q2,Pallet,0,0,30.0,4.07,0.7,6.0,75.0,30,6,3,2025-11-11,0.391,0.0393,2.63,1,0,0.016,0
O00998,P0179,Electronics,W4,Q2,Shelf,0,1,84.0,7.7,4.45,8.0,86.0,115,53,19,2025-10-26,15.934,0.0568,3.05,1,0,0.025,1
O00798,P0107,Chemicals,W1,Q3,Rack,0,0,80.0,6.77,3.12,13.0,89.0,149,61,10,2025-11-04,9.387,0.4291,2.71,0,2,0.012,1
O00937,P0119,Clothing,W4,Q4,Shelf,0,0,88.0,8.63,4.25,9.0,56.0,135,57,14,2025-10-31,24.288,0.4717,3.32,0,1,0.019,1
O00914,P0061,Clothing,W5,Q3,Shelf,0,0,77.0,8.35,0.63,7.0,90.0,65,7,11,2025-11-03,15.868,0.0578,4.82,0,1,0.029,0
O00620,P0194,Clothing,W1,Q1,Rack,0,0,56.0,3.58,2.14,4.0,85.0,27,13,48,2025-09-27,4.613,0.2354,5.75,0,1,0.009,0
O00864,P0013,Electronics,W4,Q2,Pallet,0,0,84.0,10.82,0.01,8.0,64.0,87,0,5,2025-11-09,11.373,0.3518,6.04,0,0,0.024,1
O00812,P0011,Perishables,W5,Q2,Rack,1,0,,,5.09,,,174,69,9,2025-11-05,24.479,0.298,1.95,0,0,0.057,0
O00646,P0056,Accessories,W5,Q1,Shelf,0,1,57.0,6.46,1.39,8.0,78.0,69,17,26,2025-10-19,17.693,0.1652,3.37,0,0,0.026,1
O00855,P0116,Chemicals,W3,Q4,Pallet,0,0,67.0,4.61,0.56,9.0,73.0,49,8,29,2025-10-16,2.91,0.4516,3.02,0,0,0.017,0
O00557,P0132,Electronics,W1,Q2,Shelf,0,0,88.0,9.33,1.57,9.0,82.0,105,21,20,2025-10-25,13.437,0.3008,5.43,0,0,0.011,1
O00968,P0159,Electronics,W2,Q2,Rack,0,1,52.0,2.53,0.38,6.0,74.0,18,3,32,2025-10-13,13.382,0.1516,8.33,1,0,0.036,0
O00578,P0123,Clothing,W1,Q2,Pallet,0,0,65.0,2.87,1.79,10.0,83.0,56,27,20,2025-10-25,9.018,0.4634,9.54,0,1,0.033,0
O00796,P0056,Accessories,W1,Q2,Pallet,0,0,19.0,3.82,1.15,6.0,100.0,33,10,4,2025-11-10,5.688,0.3199,0.44,0,0,0.01,0
O00086,P0112,Clothing,W1,Q3,Shelf,0,0,83.0,6.81,1.89,8.0,69.0,77,23,33,2025-10-12,10.841,0.1563,2.34,0,1,0.023,0
O00243,P0021,Electronics,W3,Q2,Pallet,0,0,71.0,5.09,2.38,9.0,72.0,78,32,16,2025-10-29,23.646,0.1254,16.84,0,1,0.029,1
O00699,P0179,Accessories,W4,Q4,Pallet,0,0,26.0,2.51,0.65,8.0,73.0,28,8,13,2025-11-01,8.17,0.3343,4.45,0,1,0.036,1
O00160,P0180,Perishables,W1,Q4,Rack,1,0,49.0,5.15,2.46,11.0,85.0,98,41,5,2025-11-09,0.434,0.2917,0.94,1,0,0.046,1
